event,league_season_id,location,event_id,cup_name,cup_id,custom_cup_ids,url,registration_url,infosheet_url,additional_info_url,starts_at,ends_at,local_start_date,local_end_date,timezone,disciplines
Asian Continental Championship - Ningbo (CHN) 2015,331,ACH Ningbo,914,,,[],/api/v1/events/914,/api/v1/events/914/registrations,,,2015-11-22 00:00:00 UTC,2015-11-24 00:00:00 UTC,2015-11-22,2015-11-24,,"[{'id': 1039, 'kind': 'lead', 'event_id': 914, 'created_at': '2020-01-31T10:23:35.000Z', 'updated_at': '2020-01-31T10:23:35.000Z', 'settings': None}, {'id': 1040, 'kind': 'boulder', 'event_id': 914, 'created_at': '2020-01-31T10:23:40.000Z', 'updated_at': '2020-01-31T10:23:40.000Z', 'settings': None}, {'id': 1041, 'kind': 'speed', 'event_id': 914, 'created_at': '2020-01-31T10:23:44.000Z', 'updated_at': '2020-01-31T10:23:44.000Z', 'settings': None}]"
Asian Youth Championship - Putrajaya (MAS) 2015,332,Asian_Youth_Chp_15,915,,,[],/api/v1/events/915,/api/v1/events/915/registrations,,,2015-12-02 00:00:00 UTC,2015-12-06 00:00:00 UTC,2015-12-02,2015-12-06,,"[{'id': 1042, 'kind': 'boulder', 'event_id': 915, 'created_at': '2020-01-31T10:24:00.000Z', 'updated_at': '2020-01-31T10:24:00.000Z', 'settings': None}, {'id': 1043, 'kind': 'speed', 'event_id': 915, 'created_at': '2020-01-31T10:24:05.000Z', 'updated_at': '2020-01-31T10:24:05.000Z', 'settings': None}, {'id': 1044, 'kind': 'lead', 'event_id': 915, 'created_at': '2020-01-31T10:24:09.000Z', 'updated_at': '2020-01-31T10:24:09.000Z', 'settings': None}]"
Masters Chambery 1992,63,M-Ch,121,,,[],/api/v1/events/121,/api/v1/events/121/registrations,,,1992-01-29 00:00:00 UTC,1992-01-30 00:00:00 UTC,1992-01-29,1992-01-30,,"[{'id': 146, 'kind': 'lead', 'event_id': 121, 'created_at': '2020-01-31T08:57:20.000Z', 'updated_at': '2020-01-31T08:57:20.000Z', 'settings': None}]"
UIAA Youth Worldchampionship - Basel 1992,53,J-WM,119,,,[],/api/v1/events/119,/api/v1/events/119/registrations,,,1992-02-26 00:00:00 UTC,1992-02-27 00:00:00 UTC,1992-02-26,1992-02-27,,"[{'id': 143, 'kind': 'lead', 'event_id': 119, 'created_at': '2020-01-31T08:57:12.000Z', 'updated_at': '2020-01-31T08:57:12.000Z', 'settings': None}]"
UIAA Worldcup - Zürich 1992,52,W-Zü,113,UIAA Climbing-Worldcup 1992,10.0,[],/api/v1/events/113,/api/v1/events/113/registrations,,,1992-04-30 00:00:00 UTC,1992-05-01 00:00:00 UTC,1992-04-30,1992-05-01,,"[{'id': 137, 'kind': 'lead', 'event_id': 113, 'created_at': '2020-01-31T08:56:54.000Z', 'updated_at': '2020-01-31T08:56:54.000Z', 'settings': None}]"
Masters Serre Chevalier 1992,63,M-Se,122,,,[],/api/v1/events/122,/api/v1/events/122/registrations,,,1992-07-20 00:00:00 UTC,1992-07-21 00:00:00 UTC,1992-07-20,1992-07-21,,"[{'id': 147, 'kind': 'lead', 'event_id': 122, 'created_at': '2020-01-31T08:57:21.000Z', 'updated_at': '2020-01-31T08:57:21.000Z', 'settings': None}]"
UIAA Masters - Rock Masters Arco 1992,63,M-Ar,123,,,[],/api/v1/events/123,/api/v1/events/123/registrations,,,1992-08-31 00:00:00 UTC,1992-09-01 00:00:00 UTC,1992-08-31,1992-09-01,,"[{'id': 148, 'kind': 'lead', 'event_id': 123, 'created_at': '2020-01-31T08:57:23.000Z', 'updated_at': '2020-01-31T08:57:23.000Z', 'settings': None}]"
UIAA European Championship - Frankfurt 1992,57,EM-F,120,,,[],/api/v1/events/120,/api/v1/events/120/registrations,,,1992-09-17 00:00:00 UTC,1992-09-18 00:00:00 UTC,1992-09-17,1992-09-18,,"[{'id': 144, 'kind': 'lead', 'event_id': 120, 'created_at': '2020-01-31T08:57:16.000Z', 'updated_at': '2020-01-31T08:57:16.000Z', 'settings': None}, {'id': 145, 'kind': 'speed', 'event_id': 120, 'created_at': '2020-01-31T08:57:18.000Z', 'updated_at': '2020-01-31T08:57:18.000Z', 'settings': None}]"
UIAA Worldcup - Kobe 1992,52,W-Ko,114,UIAA Climbing-Worldcup 1992,10.0,[],/api/v1/events/114,/api/v1/events/114/registrations,,,1992-10-07 00:00:00 UTC,1992-10-08 00:00:00 UTC,1992-10-07,1992-10-08,,"[{'id': 138, 'kind': 'lead', 'event_id': 114, 'created_at': '2020-01-31T08:56:56.000Z', 'updated_at': '2020-01-31T08:56:56.000Z', 'settings': None}]"
UIAA Worldcup - Nürnberg 1992,52,W-Nü,115,UIAA Climbing-Worldcup 1992,10.0,[],/api/v1/events/115,/api/v1/events/115/registrations,,,1992-10-29 00:00:00 UTC,1992-10-30 00:00:00 UTC,1992-10-29,1992-10-30,,"[{'id': 139, 'kind': 'lead', 'event_id': 115, 'created_at': '2020-01-31T08:56:59.000Z', 'updated_at': '2020-01-31T08:56:59.000Z', 'settings': None}]"
UIAA Worldcup - St. Pölten 1992,52,W-Pö,116,UIAA Climbing-Worldcup 1992,10.0,[],/api/v1/events/116,/api/v1/events/116/registrations,,,1992-11-13 00:00:00 UTC,1992-11-14 00:00:00 UTC,1992-11-13,1992-11-14,,"[{'id': 140, 'kind': 'lead', 'event_id': 116, 'created_at': '2020-01-31T08:57:02.000Z', 'updated_at': '2020-01-31T08:57:02.000Z', 'settings': None}]"
UIAA Worldcup - Laval 1992,52,W-La,117,UIAA Climbing-Worldcup 1992,10.0,[],/api/v1/events/117,/api/v1/events/117/registrations,,,1992-11-19 00:00:00 UTC,1992-11-20 00:00:00 UTC,1992-11-19,1992-11-20,,"[{'id': 141, 'kind': 'lead', 'event_id': 117, 'created_at': '2020-01-31T08:57:05.000Z', 'updated_at': '2020-01-31T08:57:05.000Z', 'settings': None}]"
UIAA Worldcup - Birmingham 1992,52,W-Bi,118,UIAA Climbing-Worldcup 1992,10.0,[],/api/v1/events/118,/api/v1/events/118/registrations,,,1992-12-10 00:00:00 UTC,1992-12-11 00:00:00 UTC,1992-12-10,1992-12-11,,"[{'id': 142, 'kind': 'lead', 'event_id': 118, 'created_at': '2020-01-31T08:57:09.000Z', 'updated_at': '2020-01-31T08:57:09.000Z', 'settings': None}]"
UIAA Worldcup - Frankfurt 1993,64,W-Fr,124,UIAA Climbing-Worldcup 1993,11.0,[],/api/v1/events/124,/api/v1/events/124/registrations,,,1993-04-01 00:00:00 UTC,1993-04-02 00:00:00 UTC,1993-04-01,1993-04-02,,"[{'id': 149, 'kind': 'lead', 'event_id': 124, 'created_at': '2020-01-31T08:57:24.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}, {'id': 150, 'kind': 'speed', 'event_id': 124, 'created_at': '2020-01-31T08:57:26.000Z', 'updated_at': '2020-01-31T08:57:26.000Z', 'settings': None}]"
UIAA World Championship - Innsbruck 1993,64,WM-I,125,,,[],/api/v1/events/125,/api/v1/events/125/registrations,,,1993-04-29 00:00:00 UTC,1993-04-30 00:00:00 UTC,1993-04-29,1993-04-30,,"[{'id': 151, 'kind': 'lead', 'event_id': 125, 'created_at': '2020-01-31T08:57:28.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}, {'id': 152, 'kind': 'speed', 'event_id': 125, 'created_at': '2020-01-31T08:57:31.000Z', 'updated_at': '2020-01-31T08:57:31.000Z', 'settings': None}]"
UIAA Worldcup - Zürich 1993,64,W-Zü,126,UIAA Climbing-Worldcup 1993,11.0,[],/api/v1/events/126,/api/v1/events/126/registrations,,,1993-05-14 00:00:00 UTC,1993-05-15 00:00:00 UTC,1993-05-14,1993-05-15,,"[{'id': 153, 'kind': 'lead', 'event_id': 126, 'created_at': '2020-01-31T08:57:32.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}]"
Jeux de Pyrinae - Ainsa 1993,73,M-Py,131,,,[],/api/v1/events/131,/api/v1/events/131/registrations,,,1993-05-20 00:00:00 UTC,1993-05-21 00:00:00 UTC,1993-05-20,1993-05-21,,"[{'id': 160, 'kind': 'lead', 'event_id': 131, 'created_at': '2020-01-31T08:57:50.000Z', 'updated_at': '2020-01-31T08:57:50.000Z', 'settings': None}]"
UIAA Worldcup - Toulon 1993,64,W-To,127,UIAA Climbing-Worldcup 1993,11.0,[],/api/v1/events/127,/api/v1/events/127/registrations,,,1993-05-27 00:00:00 UTC,1993-05-28 00:00:00 UTC,1993-05-27,1993-05-28,,"[{'id': 154, 'kind': 'lead', 'event_id': 127, 'created_at': '2020-01-31T08:57:35.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}]"
Masters Serre-Chevalier 1993,75,M-Se,132,,,[],/api/v1/events/132,/api/v1/events/132/registrations,,,1993-07-21 00:00:00 UTC,1993-07-22 00:00:00 UTC,1993-07-21,1993-07-22,,"[{'id': 161, 'kind': 'lead', 'event_id': 132, 'created_at': '2020-01-31T08:57:52.000Z', 'updated_at': '2020-01-31T08:57:52.000Z', 'settings': None}]"
UIAA Worldcup - Black See 1993,64,W-Bu,128,UIAA Climbing-Worldcup 1993,11.0,[],/api/v1/events/128,/api/v1/events/128/registrations,,,1993-08-26 00:00:00 UTC,1993-08-27 00:00:00 UTC,1993-08-26,1993-08-27,,"[{'id': 155, 'kind': 'lead', 'event_id': 128, 'created_at': '2020-01-31T08:57:38.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}, {'id': 156, 'kind': 'speed', 'event_id': 128, 'created_at': '2020-01-31T08:57:41.000Z', 'updated_at': '2020-01-31T08:57:41.000Z', 'settings': None}]"
UIAA Masters - Rock Masters Arco 1993,75,M-Ar,133,,,[],/api/v1/events/133,/api/v1/events/133/registrations,,,1993-09-10 00:00:00 UTC,1993-09-11 00:00:00 UTC,1993-09-10,1993-09-11,,"[{'id': 162, 'kind': 'lead', 'event_id': 133, 'created_at': '2020-01-31T08:57:53.000Z', 'updated_at': '2020-01-31T08:57:53.000Z', 'settings': None}]"
UIAA Worldcup - Nürnberg 1993,64,W-Nü,129,UIAA Climbing-Worldcup 1993,11.0,[],/api/v1/events/129,/api/v1/events/129/registrations,,,1993-11-04 00:00:00 UTC,1993-11-05 00:00:00 UTC,1993-11-04,1993-11-05,,"[{'id': 157, 'kind': 'lead', 'event_id': 129, 'created_at': '2020-01-31T08:57:43.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}, {'id': 158, 'kind': 'speed', 'event_id': 129, 'created_at': '2020-01-31T08:57:46.000Z', 'updated_at': '2020-01-31T08:57:46.000Z', 'settings': None}]"
UIAA Worldcup - Laval 1993,64,W-La,130,UIAA Climbing-Worldcup 1993,11.0,[],/api/v1/events/130,/api/v1/events/130/registrations,,,1993-12-09 00:00:00 UTC,1993-12-10 00:00:00 UTC,1993-12-09,1993-12-10,,"[{'id': 159, 'kind': 'lead', 'event_id': 130, 'created_at': '2020-01-31T08:57:47.000Z', 'updated_at': '2020-02-14T15:15:36.000Z', 'settings': None}]"
Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2014,327,Promo Sheffield,886,,,[],/api/v1/events/886,/api/v1/events/886/registrations,,,2014-03-15 00:00:00 UTC,2014-03-16 00:00:00 UTC,2014-03-15,2014-03-16,,"[{'id': 1010, 'kind': 'boulder', 'event_id': 886, 'created_at': '2020-01-31T10:18:38.000Z', 'updated_at': '2020-01-31T10:18:38.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",316,Chongqing,849,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/849,/api/v1/events/849/registrations,,,2014-04-26 00:00:00 UTC,2014-04-27 00:00:00 UTC,2014-04-26,2014-04-27,,"[{'id': 962, 'kind': 'boulder', 'event_id': 849, 'created_at': '2020-01-31T10:10:31.000Z', 'updated_at': '2020-02-14T16:09:02.000Z', 'settings': None}, {'id': 963, 'kind': 'speed', 'event_id': 849, 'created_at': '2020-01-31T10:10:35.000Z', 'updated_at': '2020-02-14T16:05:17.000Z', 'settings': None}]"
Kia World Extreme Games - Shanghai (CHN) 2014,327,Kia Extreme Games ,887,,,[],/api/v1/events/887,/api/v1/events/887/registrations,,,2014-04-30 00:00:00 UTC,2014-05-01 00:00:00 UTC,2014-04-30,2014-05-01,,[]
"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",316,Baku,850,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/850,/api/v1/events/850/registrations,,,2014-05-03 00:00:00 UTC,2014-05-04 00:00:00 UTC,2014-05-03,2014-05-04,,"[{'id': 964, 'kind': 'boulder', 'event_id': 850, 'created_at': '2020-01-31T10:10:42.000Z', 'updated_at': '2020-02-14T16:09:05.000Z', 'settings': None}, {'id': 965, 'kind': 'speed', 'event_id': 850, 'created_at': '2020-01-31T10:10:46.000Z', 'updated_at': '2020-02-14T16:05:18.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,316,Grindelwald,851,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/851,/api/v1/events/851/registrations,,,2014-05-10 00:00:00 UTC,2014-05-11 00:00:00 UTC,2014-05-10,2014-05-11,,"[{'id': 966, 'kind': 'boulder', 'event_id': 851, 'created_at': '2020-01-31T10:10:54.000Z', 'updated_at': '2020-02-14T16:09:07.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014 ,316,Innsbruck,852,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/852,/api/v1/events/852/registrations,,,2014-05-16 00:00:00 UTC,2014-05-17 00:00:00 UTC,2014-05-16,2014-05-17,,"[{'id': 967, 'kind': 'boulder', 'event_id': 852, 'created_at': '2020-01-31T10:11:05.000Z', 'updated_at': '2020-02-14T16:09:09.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,316,Toronto,853,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/853,/api/v1/events/853/registrations,,,2014-05-31 00:00:00 UTC,2014-06-01 00:00:00 UTC,2014-05-31,2014-06-01,,"[{'id': 968, 'kind': 'boulder', 'event_id': 853, 'created_at': '2020-01-31T10:11:18.000Z', 'updated_at': '2020-02-14T16:09:11.000Z', 'settings': None}]"
European Youth Cup (L) - Imst (AUT) 2014 ,322,ImstEYC,875,European Youth Cup 2014,54.0,[],/api/v1/events/875,/api/v1/events/875/registrations,,,2014-05-31 00:00:00 UTC,2014-06-01 00:00:00 UTC,2014-05-31,2014-06-01,,"[{'id': 998, 'kind': 'lead', 'event_id': 875, 'created_at': '2020-01-31T10:15:54.000Z', 'updated_at': '2020-01-31T10:15:54.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Vail (USA) 2014,316,Vail,854,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/854,/api/v1/events/854/registrations,,,2014-06-06 00:00:00 UTC,2014-06-07 00:00:00 UTC,2014-06-06,2014-06-07,,"[{'id': 969, 'kind': 'boulder', 'event_id': 854, 'created_at': '2020-01-31T10:11:25.000Z', 'updated_at': '2020-02-14T16:09:13.000Z', 'settings': None}]"
Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2014,327,YCCF_14,888,,,[],/api/v1/events/888,/api/v1/events/888/registrations,,,2014-06-07 00:00:00 UTC,2014-06-08 00:00:00 UTC,2014-06-07,2014-06-08,,[]
"European Youth Championship (L,S) - Edinburgh 2014",322,LSEuro Edin,876,European Youth Cup 2014,54.0,[],/api/v1/events/876,/api/v1/events/876/registrations,,,2014-06-14 00:00:00 UTC,2014-06-15 00:00:00 UTC,2014-06-14,2014-06-15,,"[{'id': 999, 'kind': 'speed', 'event_id': 876, 'created_at': '2020-01-31T10:16:20.000Z', 'updated_at': '2020-01-31T10:16:20.000Z', 'settings': None}, {'id': 1000, 'kind': 'lead', 'event_id': 876, 'created_at': '2020-01-31T10:16:25.000Z', 'updated_at': '2020-01-31T10:16:25.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",316,Haiyang,855,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/855,/api/v1/events/855/registrations,,,2014-06-20 00:00:00 UTC,2014-06-22 00:00:00 UTC,2014-06-20,2014-06-22,,"[{'id': 970, 'kind': 'lead', 'event_id': 855, 'created_at': '2020-01-31T10:11:31.000Z', 'updated_at': '2020-02-14T16:01:44.000Z', 'settings': None}, {'id': 971, 'kind': 'boulder', 'event_id': 855, 'created_at': '2020-01-31T10:11:35.000Z', 'updated_at': '2020-02-14T16:09:15.000Z', 'settings': None}, {'id': 972, 'kind': 'speed', 'event_id': 855, 'created_at': '2020-01-31T10:11:37.000Z', 'updated_at': '2020-02-14T16:05:19.000Z', 'settings': None}]"
Paraclimbing Cup Laval (Boulder) 2014 - Laval (FRA) 2014,318,Lava_Paraclimbing_14,868,,,[],/api/v1/events/868,/api/v1/events/868/registrations,,,2014-06-26 00:00:00 UTC,2014-06-27 00:00:00 UTC,2014-06-26,2014-06-27,,[]
IFSC Climbing Worldcup (B) - Laval (FRA) 2014,316,Laval,856,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/856,/api/v1/events/856/registrations,,,2014-06-27 00:00:00 UTC,2014-06-28 00:00:00 UTC,2014-06-27,2014-06-28,,"[{'id': 973, 'kind': 'boulder', 'event_id': 856, 'created_at': '2020-01-31T10:11:47.000Z', 'updated_at': '2020-02-14T16:09:17.000Z', 'settings': None}]"
Asian University Climbing Championships - Singapore (SIN) 2014,326,AUCC14,885,,,[],/api/v1/events/885,/api/v1/events/885/registrations,,,2014-07-01 00:00:00 UTC,2014-07-07 00:00:00 UTC,2014-07-01,2014-07-07,,[]
Paraclimbing Cup Imst (Lead) 2014 - Imst (AUT) 2014,318,Imst_Paraclimbing_14,869,,,[],/api/v1/events/869,/api/v1/events/869/registrations,,,2014-07-04 00:00:00 UTC,2014-07-05 00:00:00 UTC,2014-07-04,2014-07-05,,"[{'id': 990, 'kind': 'lead', 'event_id': 869, 'created_at': '2020-01-31T10:14:28.000Z', 'updated_at': '2020-01-31T10:14:28.000Z', 'settings': None}]"
"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2014	",327,Petzen,889,,,[],/api/v1/events/889,/api/v1/events/889/registrations,,,2014-07-04 00:00:00 UTC,2014-07-06 00:00:00 UTC,2014-07-04,2014-07-06,,[]
European Youth Cup (S) - Imst (AUT) 2014 ,322,ImstEYC,877,European Youth Cup 2014,54.0,[],/api/v1/events/877,/api/v1/events/877/registrations,,,2014-07-05 00:00:00 UTC,2014-07-05 00:00:00 UTC,2014-07-05,2014-07-05,,"[{'id': 1001, 'kind': 'speed', 'event_id': 877, 'created_at': '2020-01-31T10:16:53.000Z', 'updated_at': '2020-01-31T10:16:53.000Z', 'settings': None}]"
European Promo Event (S) - Munich (GER) 2014,327,Munich Promo,890,,,[],/api/v1/events/890,/api/v1/events/890/registrations,,,2014-07-06 00:00:00 UTC,2014-07-06 00:00:00 UTC,2014-07-06,2014-07-06,,[]
European Youth Cup (S) - Chamonix (FRA) 2014 ,322,ChamEYC14,878,European Youth Cup 2014,54.0,[],/api/v1/events/878,/api/v1/events/878/registrations,,,2014-07-09 00:00:00 UTC,2014-07-09 00:00:00 UTC,2014-07-09,2014-07-09,,"[{'id': 1002, 'kind': 'speed', 'event_id': 878, 'created_at': '2020-01-31T10:17:01.000Z', 'updated_at': '2020-01-31T10:17:01.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",316,Chamonix,857,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/857,/api/v1/events/857/registrations,,,2014-07-10 00:00:00 UTC,2014-07-12 00:00:00 UTC,2014-07-10,2014-07-12,,"[{'id': 974, 'kind': 'lead', 'event_id': 857, 'created_at': '2020-01-31T10:11:55.000Z', 'updated_at': '2020-02-14T16:01:45.000Z', 'settings': None}, {'id': 975, 'kind': 'speed', 'event_id': 857, 'created_at': '2020-01-31T10:12:00.000Z', 'updated_at': '2020-02-14T16:05:20.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,316,Briançon,858,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/858,/api/v1/events/858/registrations,,,2014-07-19 00:00:00 UTC,2014-07-20 00:00:00 UTC,2014-07-19,2014-07-20,,"[{'id': 976, 'kind': 'lead', 'event_id': 858, 'created_at': '2020-01-31T10:12:12.000Z', 'updated_at': '2020-02-14T16:01:46.000Z', 'settings': None}]"
European Youth Cup (B) - L'Argentière (FRA) 2014 ,322,ArgentiereEYC14,879,European Youth Cup 2014,54.0,[],/api/v1/events/879,/api/v1/events/879/registrations,,,2014-07-22 00:00:00 UTC,2014-07-23 00:00:00 UTC,2014-07-22,2014-07-23,,"[{'id': 1003, 'kind': 'boulder', 'event_id': 879, 'created_at': '2020-01-31T10:17:08.000Z', 'updated_at': '2020-01-31T10:17:08.000Z', 'settings': None}]"
Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2014,327,TAB 2014,891,,,[],/api/v1/events/891,/api/v1/events/891/registrations,,,2014-07-25 00:00:00 UTC,2014-07-26 00:00:00 UTC,2014-07-25,2014-07-26,,[]
IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,316,Imst,859,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/859,/api/v1/events/859/registrations,,,2014-08-01 00:00:00 UTC,2014-08-02 00:00:00 UTC,2014-08-01,2014-08-02,,"[{'id': 977, 'kind': 'lead', 'event_id': 859, 'created_at': '2020-01-31T10:12:22.000Z', 'updated_at': '2020-02-14T16:01:47.000Z', 'settings': None}]"
European Youth Cup (B) - Laengenfeld/Oetzal (AUT) 2014 ,322,LaengenfeldEYC14,880,European Youth Cup 2014,54.0,[],/api/v1/events/880,/api/v1/events/880/registrations,,,2014-08-15 00:00:00 UTC,2014-08-16 00:00:00 UTC,2014-08-15,2014-08-16,,"[{'id': 1004, 'kind': 'boulder', 'event_id': 880, 'created_at': '2020-01-31T10:17:22.000Z', 'updated_at': '2020-01-31T10:17:22.000Z', 'settings': None}]"
Youth Olympic Games Nanjing (CHN) - Sports Lab - Climbing Showcase,325,Nanjing,884,,,[],/api/v1/events/884,/api/v1/events/884/registrations,,,2014-08-16 00:00:00 UTC,2014-08-17 00:00:00 UTC,2014-08-16,2014-08-17,,[]
IFSC Climbing World Championship (B) - Munich (GER) 2014,316,Munich,860,,,[],/api/v1/events/860,/api/v1/events/860/registrations,,,2014-08-21 00:00:00 UTC,2014-08-23 00:00:00 UTC,2014-08-21,2014-08-23,,"[{'id': 978, 'kind': 'boulder', 'event_id': 860, 'created_at': '2020-01-31T10:12:30.000Z', 'updated_at': '2020-02-14T16:09:21.000Z', 'settings': None}]"
"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2014",327,Arco_Open,892,,,[],/api/v1/events/892,/api/v1/events/892/registrations,,,2014-08-28 00:00:00 UTC,2014-08-29 00:00:00 UTC,2014-08-28,2014-08-29,,"[{'id': 1011, 'kind': 'lead', 'event_id': 892, 'created_at': '2020-01-31T10:18:41.000Z', 'updated_at': '2020-01-31T10:18:41.000Z', 'settings': None}, {'id': 1012, 'kind': 'boulder', 'event_id': 892, 'created_at': '2020-01-31T10:18:44.000Z', 'updated_at': '2020-01-31T10:18:44.000Z', 'settings': None}]"
Paraclimbing Cup Arco 2014 - Arco (ITA) 2014,318,Arco_Paraclimbing_14,870,,,[],/api/v1/events/870,/api/v1/events/870/registrations,,,2014-08-29 00:00:00 UTC,2014-08-29 00:00:00 UTC,2014-08-29,2014-08-29,,"[{'id': 991, 'kind': 'lead', 'event_id': 870, 'created_at': '2020-01-31T10:14:46.000Z', 'updated_at': '2020-01-31T10:14:46.000Z', 'settings': None}]"
IFSC Climbing Worldcup (S) - Arco (ITA) 2014 ,316,Arco,861,IFSC Climbing Worldcup 2014,53.0,[],/api/v1/events/861,/api/v1/events/861/registrations,,,2014-08-30 00:00:00 UTC,2014-08-31 00:00:00 UTC,2014-08-30,2014-08-31,,"[{'id': 979, 'kind': 'speed', 'event_id': 861, 'created_at': '2020-01-31T10:12:46.000Z', 'updated_at': '2020-02-14T16:05:21.000Z', 'settings': None}]"
"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2014",327,Arco Rockmaster,893,,,[],/api/v1/events/893,/api/v1/events/893/registrations,,,2014-08-30 00:00:00 UTC,2014-08-31 00:00:00 UTC,2014-08-30,2014-08-31,,"[{'id': 1013, 'kind': 'lead', 'event_id': 893, 'created_at': '2020-01-31T10:18:50.000Z', 'updated_at': '2020-01-31T10:18:50.000Z', 'settings': None}, {'id': 1014, 'kind': 'boulder', 'event_id': 893, 'created_at': '2020-01-31T10:18:51.000Z', 'updated_at': '2020-01-31T10:18:51.000Z', 'settings': None}, {'id': 1015, 'kind': 'speed', 'event_id': 893, 'created_at': '2020-01-31T10:18:52.000Z', 'updated_at': '2020-01-31T10:18:52.000Z', 'settings': None}]"
Intl. Event - Rock Junior - Arco (ITA) 2014	,327,Arco_RJ_2014,894,,,[],/api/v1/events/894,/api/v1/events/894/registrations,,,2014-09-04 00:00:00 UTC,2014-09-05 00:00:00 UTC,2014-09-04,2014-09-05,,[]
European Youth Championship (B) - Arco (ITA) 2014 ,322,BEuro Arco,881,European Youth Cup 2014,54.0,[],/api/v1/events/881,/api/v1/events/881/registrations,,,2014-09-06 00:00:00 UTC,2014-09-07 00:00:00 UTC,2014-09-06,2014-09-07,,"[{'id': 1005, 'kind': 'boulder', 'event_id': 881, 'created_at': '2020-01-31T10:17:36.000Z', 'updated_at': '2020-01-31T10:17:36.000Z', 'settings': None}]"
