event,league_season_id,location,event_id,cup_name,cup_id,custom_cup_ids,url,registration_url,infosheet_url,additional_info_url,starts_at,ends_at,local_start_date,local_end_date,timezone,disciplines
"Spiderkids - 6. Int Trophy ""Citta'di Ravenna"" (ITA) 2003",195,Ravenna,339,,,[],/api/v1/events/339,/api/v1/events/339/registrations,,,2003-06-27 00:00:00 UTC,2003-06-29 00:00:00 UTC,2003-06-27,2003-06-29,,[]
Int. Event - Speed Rock Daone (ITA) 2003 - not confirmed,195,Daone,340,,,[],/api/v1/events/340,/api/v1/events/340/registrations,,,2003-06-30 00:00:00 UTC,2003-07-01 00:00:00 UTC,2003-06-30,2003-07-01,,"[{'id': 396, 'kind': 'speed', 'event_id': 340, 'created_at': '2020-01-31T09:09:02.000Z', 'updated_at': '2020-01-31T09:09:02.000Z', 'settings': None}]"
"Int. Event - Master/Event of Daroca, Zaragosa (ESP) 2003",195,Zaragosa,341,,,[],/api/v1/events/341,/api/v1/events/341/registrations,,,2003-07-04 00:00:00 UTC,2003-07-05 00:00:00 UTC,2003-07-04,2003-07-05,,"[{'id': 397, 'kind': 'boulder', 'event_id': 341, 'created_at': '2020-01-31T09:09:03.000Z', 'updated_at': '2020-01-31T09:09:03.000Z', 'settings': None}]"
UIAA Worldchampionship - Chamonix (FRA) 2003,184,Chamonix,315,,,[],/api/v1/events/315,/api/v1/events/315/registrations,,,2003-07-09 00:00:00 UTC,2003-07-13 00:00:00 UTC,2003-07-09,2003-07-13,,"[{'id': 369, 'kind': 'lead', 'event_id': 315, 'created_at': '2020-01-31T09:07:37.000Z', 'updated_at': '2020-02-14T15:16:06.000Z', 'settings': None}, {'id': 370, 'kind': 'boulder', 'event_id': 315, 'created_at': '2020-01-31T09:07:39.000Z', 'updated_at': '2020-02-14T16:07:22.000Z', 'settings': None}, {'id': 371, 'kind': 'speed', 'event_id': 315, 'created_at': '2020-01-31T09:07:40.000Z', 'updated_at': '2020-01-31T09:07:40.000Z', 'settings': None}]"
Int. Event - Serre Chevalier (FRA) 2003,195,Serre Chevalier,342,,,[],/api/v1/events/342,/api/v1/events/342/registrations,,,2003-07-17 00:00:00 UTC,2003-07-18 00:00:00 UTC,2003-07-17,2003-07-18,,"[{'id': 398, 'kind': 'lead', 'event_id': 342, 'created_at': '2020-01-31T09:09:05.000Z', 'updated_at': '2020-01-31T09:09:05.000Z', 'settings': None}]"
UIAA Worldcup - L'Argentière (FRA) 2003,184,Argentiere,316,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/316,/api/v1/events/316/registrations,,,2003-07-24 00:00:00 UTC,2003-07-25 00:00:00 UTC,2003-07-24,2003-07-25,,"[{'id': 372, 'kind': 'boulder', 'event_id': 316, 'created_at': '2020-01-31T09:07:47.000Z', 'updated_at': '2020-02-14T16:07:20.000Z', 'settings': None}]"
UIAA Worldcup - Val Daone (ITA) 2003,184,Val Daone,317,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/317,/api/v1/events/317/registrations,,,2003-07-25 00:00:00 UTC,2003-07-26 00:00:00 UTC,2003-07-25,2003-07-26,,"[{'id': 373, 'kind': 'speed', 'event_id': 317, 'created_at': '2020-01-31T09:07:50.000Z', 'updated_at': '2020-01-31T09:07:50.000Z', 'settings': None}]"
UIAA Worldcup - Aviles (ESP) 2003,184,Aviles,318,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/318,/api/v1/events/318/registrations,,,2003-08-21 00:00:00 UTC,2003-08-22 00:00:00 UTC,2003-08-21,2003-08-22,,"[{'id': 374, 'kind': 'lead', 'event_id': 318, 'created_at': '2020-01-31T09:07:51.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
UIAA Asian Championship - Beijing (CHN) 2003,187,Beijing,327,,,[],/api/v1/events/327,/api/v1/events/327/registrations,,,2003-08-22 00:00:00 UTC,2003-08-23 00:00:00 UTC,2003-08-22,2003-08-23,,"[{'id': 385, 'kind': 'lead', 'event_id': 327, 'created_at': '2020-01-31T09:08:29.000Z', 'updated_at': '2020-01-31T09:08:29.000Z', 'settings': None}, {'id': 386, 'kind': 'speed', 'event_id': 327, 'created_at': '2020-01-31T09:08:30.000Z', 'updated_at': '2020-01-31T09:08:30.000Z', 'settings': None}]"
Int. Event - Boulder Masters Grenoble (FRA) 2003,195,Grenoble,343,,,[],/api/v1/events/343,/api/v1/events/343/registrations,,,2003-08-28 00:00:00 UTC,2003-08-29 00:00:00 UTC,2003-08-28,2003-08-29,,"[{'id': 399, 'kind': 'boulder', 'event_id': 343, 'created_at': '2020-01-31T09:09:07.000Z', 'updated_at': '2020-01-31T09:09:07.000Z', 'settings': None}]"
UIAA Worldcup - Rovereto (ITA) 2003,184,Rovereto,319,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/319,/api/v1/events/319/registrations,,,2003-09-11 00:00:00 UTC,2003-09-12 00:00:00 UTC,2003-09-11,2003-09-12,,"[{'id': 375, 'kind': 'boulder', 'event_id': 319, 'created_at': '2020-01-31T09:07:54.000Z', 'updated_at': '2020-02-14T16:07:20.000Z', 'settings': None}]"
European Youth Cup - Niederwangen (SUI) 2003,190,Bern,330,European Youth Cup 2003,30.0,[],/api/v1/events/330,/api/v1/events/330/registrations,,,2003-09-12 00:00:00 UTC,2003-09-13 00:00:00 UTC,2003-09-12,2003-09-13,,"[{'id': 389, 'kind': 'lead', 'event_id': 330, 'created_at': '2020-01-31T09:08:44.000Z', 'updated_at': '2020-01-31T09:08:44.000Z', 'settings': None}]"
Int. Event - La Colmiane (FRA) 2003,195,La Colmiane,344,,,[],/api/v1/events/344,/api/v1/events/344/registrations,,,2003-09-18 00:00:00 UTC,2003-09-19 00:00:00 UTC,2003-09-18,2003-09-19,,"[{'id': 400, 'kind': 'boulder', 'event_id': 344, 'created_at': '2020-01-31T09:09:09.000Z', 'updated_at': '2020-01-31T09:09:09.000Z', 'settings': None}]"
Youth Worldchampionship - Veliko Tarnovo (BUL) 2003,185,Veliko Tarnovo,326,,,[],/api/v1/events/326,/api/v1/events/326/registrations,,,2003-09-19 00:00:00 UTC,2003-09-21 00:00:00 UTC,2003-09-19,2003-09-21,,"[{'id': 384, 'kind': 'lead', 'event_id': 326, 'created_at': '2020-01-31T09:08:19.000Z', 'updated_at': '2020-01-31T09:08:19.000Z', 'settings': None}]"
Int. Event - Arco Rockmaster (ITA) 2003,195,Arco,345,,,[],/api/v1/events/345,/api/v1/events/345/registrations,,,2003-09-26 00:00:00 UTC,2003-09-27 00:00:00 UTC,2003-09-26,2003-09-27,,"[{'id': 401, 'kind': 'lead', 'event_id': 345, 'created_at': '2020-01-31T09:09:11.000Z', 'updated_at': '2020-01-31T09:09:11.000Z', 'settings': None}, {'id': 402, 'kind': 'boulder', 'event_id': 345, 'created_at': '2020-01-31T09:09:12.000Z', 'updated_at': '2020-01-31T09:09:12.000Z', 'settings': None}, {'id': 403, 'kind': 'speed', 'event_id': 345, 'created_at': '2020-01-31T09:09:13.000Z', 'updated_at': '2020-01-31T09:09:13.000Z', 'settings': None}]"
Spiderkids - Open Youth Climbing Championship of the Czech Republic - Brno (CZE) 2003,195,Brno,346,,,[],/api/v1/events/346,/api/v1/events/346/registrations,,,2003-09-27 00:00:00 UTC,2003-09-27 00:00:00 UTC,2003-09-27,2003-09-27,,[]
UIAA Worldcup - Aprica (ITA) 2003,184,Aprica,320,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/320,/api/v1/events/320/registrations,,,2003-10-02 00:00:00 UTC,2003-10-03 00:00:00 UTC,2003-10-02,2003-10-03,,"[{'id': 376, 'kind': 'lead', 'event_id': 320, 'created_at': '2020-01-31T09:07:57.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
UIAA Worldcup - Prague (CZE) 2003,184,Prague,321,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/321,/api/v1/events/321/registrations,,,2003-10-10 00:00:00 UTC,2003-10-11 00:00:00 UTC,2003-10-10,2003-10-11,,"[{'id': 377, 'kind': 'lead', 'event_id': 321, 'created_at': '2020-01-31T09:08:00.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
UIAA Worldcup - Valence (FRA) 2003,184,Valence,322,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/322,/api/v1/events/322/registrations,,,2003-10-30 00:00:00 UTC,2003-10-31 00:00:00 UTC,2003-10-30,2003-10-31,,"[{'id': 378, 'kind': 'lead', 'event_id': 322, 'created_at': '2020-01-31T09:08:02.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
UIAA Worldcup - Kranj (SLO) 2003,184,Kranj,323,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/323,/api/v1/events/323/registrations,,,2003-11-14 00:00:00 UTC,2003-11-16 00:00:00 UTC,2003-11-14,2003-11-16,,"[{'id': 379, 'kind': 'lead', 'event_id': 323, 'created_at': '2020-01-31T09:08:05.000Z', 'updated_at': '2020-02-14T15:16:07.000Z', 'settings': None}]"
UIAA Worldcup - Shenzen (CHN) 2003,184,Shenzen,324,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/324,/api/v1/events/324/registrations,,,2003-11-21 00:00:00 UTC,2003-11-23 00:00:00 UTC,2003-11-21,2003-11-23,,"[{'id': 380, 'kind': 'lead', 'event_id': 324, 'created_at': '2020-01-31T09:08:08.000Z', 'updated_at': '2020-02-14T15:16:08.000Z', 'settings': None}, {'id': 381, 'kind': 'speed', 'event_id': 324, 'created_at': '2020-01-31T09:08:10.000Z', 'updated_at': '2020-01-31T09:08:10.000Z', 'settings': None}]"
European Youth Cup - Kranj (SLO) 2003,190,Kranj,331,European Youth Cup 2003,30.0,[],/api/v1/events/331,/api/v1/events/331/registrations,,,2003-11-22 00:00:00 UTC,2003-11-23 00:00:00 UTC,2003-11-22,2003-11-23,,"[{'id': 390, 'kind': 'lead', 'event_id': 331, 'created_at': '2020-01-31T09:08:49.000Z', 'updated_at': '2020-01-31T09:08:49.000Z', 'settings': None}]"
UIAA Worldcup - Edinburgh (GBR) 2003,184,Edinburgh,325,UIAA Climbing-Worldcup 2003,29.0,[],/api/v1/events/325,/api/v1/events/325/registrations,,,2003-12-04 00:00:00 UTC,2003-12-07 00:00:00 UTC,2003-12-04,2003-12-07,,"[{'id': 382, 'kind': 'lead', 'event_id': 325, 'created_at': '2020-01-31T09:08:13.000Z', 'updated_at': '2020-02-14T15:16:10.000Z', 'settings': None}, {'id': 383, 'kind': 'boulder', 'event_id': 325, 'created_at': '2020-01-31T09:08:14.000Z', 'updated_at': '2020-02-14T16:07:23.000Z', 'settings': None}]"
Promotional Event - Gravical (B) - Singapore (SIN) 2015,339,Gravical 2015,927,,,[],/api/v1/events/927,/api/v1/events/927/registrations,,,2015-01-08 00:00:00 UTC,2015-01-11 00:00:00 UTC,2015-01-08,2015-01-11,,[]
IFSC World Climbing Camp @ The Boulders,339,WCC 15 Can,928,,,[],/api/v1/events/928,/api/v1/events/928/registrations,,,2015-02-20 00:00:00 UTC,2015-02-22 00:00:00 UTC,2015-02-20,2015-02-22,,[]
Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2015,339,Promo Sheffield,929,,,[],/api/v1/events/929,/api/v1/events/929/registrations,,,2015-03-07 00:00:00 UTC,2015-03-08 00:00:00 UTC,2015-03-07,2015-03-08,,"[{'id': 1060, 'kind': 'boulder', 'event_id': 929, 'created_at': '2020-01-31T10:27:24.000Z', 'updated_at': '2020-01-31T10:27:24.000Z', 'settings': None}]"
Kia World Extreme Games - Speed Climbing - Shanghai (CHN) 2015,339,Kia Extreme Games ,930,,,[],/api/v1/events/930,/api/v1/events/930/registrations,,,2015-05-01 00:00:00 UTC,2015-05-03 00:00:00 UTC,2015-05-01,2015-05-03,,[]
European Youth Cup (L) - Dornbirn (AUT) 2015 ,334,DornbirnEYC15,918,European Youth Cup 2015,56.0,[],/api/v1/events/918,/api/v1/events/918/registrations,,,2015-05-09 00:00:00 UTC,2015-05-10 00:00:00 UTC,2015-05-09,2015-05-10,,"[{'id': 1048, 'kind': 'lead', 'event_id': 918, 'created_at': '2020-01-31T10:24:56.000Z', 'updated_at': '2020-01-31T10:24:56.000Z', 'settings': None}]"
European Championship (B) - Innsbruck (AUT) 2015,333,InnsbruckECH15,916,,,[],/api/v1/events/916,/api/v1/events/916/registrations,,,2015-05-14 00:00:00 UTC,2015-05-16 00:00:00 UTC,2015-05-14,2015-05-16,,"[{'id': 1045, 'kind': 'boulder', 'event_id': 916, 'created_at': '2020-01-31T10:24:38.000Z', 'updated_at': '2020-01-31T10:24:38.000Z', 'settings': None}]"
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,328,Saanich15 ,897,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/897,/api/v1/events/897/registrations,,,2015-05-17 00:00:00 UTC,2015-05-17 00:00:00 UTC,2015-05-17,2015-05-17,,"[{'id': 1016, 'kind': 'speed', 'event_id': 897, 'created_at': '2020-01-31T10:19:01.000Z', 'updated_at': '2020-02-14T16:05:26.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,328,Toronto15 ,898,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/898,/api/v1/events/898/registrations,,,2015-05-30 00:00:00 UTC,2015-05-31 00:00:00 UTC,2015-05-30,2015-05-31,,"[{'id': 1017, 'kind': 'boulder', 'event_id': 898, 'created_at': '2020-01-31T10:19:05.000Z', 'updated_at': '2020-02-14T16:09:23.000Z', 'settings': None}]"
European Youth Cup (L) - Imst (AUT) 2015,334,ImstEYC15,919,European Youth Cup 2015,56.0,[],/api/v1/events/919,/api/v1/events/919/registrations,,,2015-05-30 00:00:00 UTC,2015-05-31 00:00:00 UTC,2015-05-30,2015-05-31,,"[{'id': 1049, 'kind': 'lead', 'event_id': 919, 'created_at': '2020-01-31T10:25:16.000Z', 'updated_at': '2020-01-31T10:25:16.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Vail (USA) 2015,328,Vail,899,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/899,/api/v1/events/899/registrations,,,2015-06-05 00:00:00 UTC,2015-06-06 00:00:00 UTC,2015-06-05,2015-06-06,,"[{'id': 1018, 'kind': 'boulder', 'event_id': 899, 'created_at': '2020-01-31T10:19:17.000Z', 'updated_at': '2020-02-14T16:09:25.000Z', 'settings': None}]"
European Youth Cup (S) - Tarnow (POL) 2015 ,334,ImstEYC,920,European Youth Cup 2015,56.0,[],/api/v1/events/920,/api/v1/events/920/registrations,,,2015-06-06 00:00:00 UTC,2015-06-06 00:00:00 UTC,2015-06-06,2015-06-06,,"[{'id': 1050, 'kind': 'speed', 'event_id': 920, 'created_at': '2020-01-31T10:25:36.000Z', 'updated_at': '2020-01-31T10:25:36.000Z', 'settings': None}]"
Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2015,339,YCCF_15,931,,,[],/api/v1/events/931,/api/v1/events/931/registrations,,,2015-06-06 00:00:00 UTC,2015-06-07 00:00:00 UTC,2015-06-06,2015-06-07,,[]
"European Youth Championship (L, S) - Edinburgh (GBR) 2015",334,LSEuro Edin,922,European Youth Cup 2015,56.0,[],/api/v1/events/922,/api/v1/events/922/registrations,,,2015-06-12 00:00:00 UTC,2015-06-14 00:00:00 UTC,2015-06-12,2015-06-14,,"[{'id': 1052, 'kind': 'speed', 'event_id': 922, 'created_at': '2020-01-31T10:25:56.000Z', 'updated_at': '2020-01-31T10:25:56.000Z', 'settings': None}, {'id': 1053, 'kind': 'lead', 'event_id': 922, 'created_at': '2020-01-31T10:26:01.000Z', 'updated_at': '2020-01-31T10:26:01.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015",328,Chongqing,900,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/900,/api/v1/events/900/registrations,,,2015-06-20 00:00:00 UTC,2015-06-21 00:00:00 UTC,2015-06-20,2015-06-21,,"[{'id': 1019, 'kind': 'boulder', 'event_id': 900, 'created_at': '2020-01-31T10:19:25.000Z', 'updated_at': '2020-02-14T16:09:28.000Z', 'settings': None}, {'id': 1020, 'kind': 'speed', 'event_id': 900, 'created_at': '2020-01-31T10:19:29.000Z', 'updated_at': '2020-02-14T16:05:28.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",328,Haiyang,901,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/901,/api/v1/events/901/registrations,,,2015-06-26 00:00:00 UTC,2015-06-27 00:00:00 UTC,2015-06-26,2015-06-27,,"[{'id': 1021, 'kind': 'boulder', 'event_id': 901, 'created_at': '2020-01-31T10:19:38.000Z', 'updated_at': '2020-02-14T16:09:30.000Z', 'settings': None}, {'id': 1022, 'kind': 'speed', 'event_id': 901, 'created_at': '2020-01-31T10:19:41.000Z', 'updated_at': '2020-02-14T16:05:29.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Imst (AUT) 2015,330,Imst_Paraclimbing_15,911,,,[],/api/v1/events/911,/api/v1/events/911/registrations,,,2015-06-27 00:00:00 UTC,2015-06-28 00:00:00 UTC,2015-06-27,2015-06-28,,"[{'id': 1036, 'kind': 'lead', 'event_id': 911, 'created_at': '2020-01-31T10:22:53.000Z', 'updated_at': '2020-01-31T10:22:53.000Z', 'settings': None}]"
European Youth Cup (B) - Laengenfeld (AUT) 2015 ,334,LaengenfeldEYC15,921,European Youth Cup 2015,56.0,[],/api/v1/events/921,/api/v1/events/921/registrations,,,2015-07-04 00:00:00 UTC,2015-07-05 00:00:00 UTC,2015-07-04,2015-07-05,,"[{'id': 1051, 'kind': 'boulder', 'event_id': 921, 'created_at': '2020-01-31T10:25:43.000Z', 'updated_at': '2020-01-31T10:25:43.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",328,Chamonix,902,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/902,/api/v1/events/902/registrations,,,2015-07-10 00:00:00 UTC,2015-07-12 00:00:00 UTC,2015-07-10,2015-07-12,,"[{'id': 1023, 'kind': 'lead', 'event_id': 902, 'created_at': '2020-01-31T10:19:49.000Z', 'updated_at': '2020-02-14T16:01:54.000Z', 'settings': None}, {'id': 1024, 'kind': 'speed', 'event_id': 902, 'created_at': '2020-01-31T10:19:55.000Z', 'updated_at': '2020-02-14T16:05:30.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Chamonix (FRA) 2015 ,330,Chamonix_PC_15,912,,,[],/api/v1/events/912,/api/v1/events/912/registrations,,,2015-07-10 00:00:00 UTC,2015-07-11 00:00:00 UTC,2015-07-10,2015-07-11,,"[{'id': 1037, 'kind': 'lead', 'event_id': 912, 'created_at': '2020-01-31T10:23:09.000Z', 'updated_at': '2020-01-31T10:23:09.000Z', 'settings': None}]"
"European Championship (L,S) - Chamonix (FRA) 2015",333,ChamECH15,917,,,[],/api/v1/events/917,/api/v1/events/917/registrations,,,2015-07-10 00:00:00 UTC,2015-07-12 00:00:00 UTC,2015-07-10,2015-07-12,,"[{'id': 1046, 'kind': 'lead', 'event_id': 917, 'created_at': '2020-01-31T10:24:50.000Z', 'updated_at': '2020-01-31T10:24:50.000Z', 'settings': None}, {'id': 1047, 'kind': 'speed', 'event_id': 917, 'created_at': '2020-01-31T10:24:51.000Z', 'updated_at': '2020-01-31T10:24:51.000Z', 'settings': None}]"
"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2015",339,Petzen,932,,,[],/api/v1/events/932,/api/v1/events/932/registrations,,,2015-07-10 00:00:00 UTC,2015-07-12 00:00:00 UTC,2015-07-10,2015-07-12,,[]
IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,328,Briançon,903,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/903,/api/v1/events/903/registrations,,,2015-07-17 00:00:00 UTC,2015-07-18 00:00:00 UTC,2015-07-17,2015-07-18,,"[{'id': 1025, 'kind': 'lead', 'event_id': 903, 'created_at': '2020-01-31T10:20:08.000Z', 'updated_at': '2020-02-14T16:01:56.000Z', 'settings': None}]"
Promotional Event (S) - Gaflenz (AUT) 2015,339,Gaflenz 2015,933,,,[],/api/v1/events/933,/api/v1/events/933/registrations,,,2015-07-18 00:00:00 UTC,2015-07-18 00:00:00 UTC,2015-07-18,2015-07-18,,[]
European Youth Championship (B) - L'Argentière la Bessée (FRA) 2015 ,334,BEuro Argentiere,923,European Youth Cup 2015,56.0,[],/api/v1/events/923,/api/v1/events/923/registrations,,,2015-07-21 00:00:00 UTC,2015-07-22 00:00:00 UTC,2015-07-21,2015-07-22,,"[{'id': 1054, 'kind': 'boulder', 'event_id': 923, 'created_at': '2020-01-31T10:26:24.000Z', 'updated_at': '2020-01-31T10:26:24.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,328,Imst,904,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/904,/api/v1/events/904/registrations,,,2015-07-31 00:00:00 UTC,2015-08-01 00:00:00 UTC,2015-07-31,2015-08-01,,"[{'id': 1026, 'kind': 'lead', 'event_id': 904, 'created_at': '2020-01-31T10:20:19.000Z', 'updated_at': '2020-02-14T16:01:57.000Z', 'settings': None}]"
European Universities Sport Climbing Championship - Katowice (POL) 2015,338,EUC15,926,,,[],/api/v1/events/926,/api/v1/events/926/registrations,,,2015-08-05 00:00:00 UTC,2015-08-09 00:00:00 UTC,2015-08-05,2015-08-09,,"[{'id': 1057, 'kind': 'lead', 'event_id': 926, 'created_at': '2020-01-31T10:27:00.000Z', 'updated_at': '2020-01-31T10:27:00.000Z', 'settings': None}, {'id': 1058, 'kind': 'boulder', 'event_id': 926, 'created_at': '2020-01-31T10:27:04.000Z', 'updated_at': '2020-01-31T10:27:04.000Z', 'settings': None}, {'id': 1059, 'kind': 'speed', 'event_id': 926, 'created_at': '2020-01-31T10:27:07.000Z', 'updated_at': '2020-01-31T10:27:07.000Z', 'settings': None}]"
European Youth Cup (L) - Mitterdorf (AUT) 2015 ,334,MitterdorfEYC15,924,European Youth Cup 2015,56.0,[],/api/v1/events/924,/api/v1/events/924/registrations,,,2015-08-08 00:00:00 UTC,2015-08-09 00:00:00 UTC,2015-08-08,2015-08-09,,"[{'id': 1055, 'kind': 'lead', 'event_id': 924, 'created_at': '2020-01-31T10:26:34.000Z', 'updated_at': '2020-01-31T10:26:34.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Munich (GER) 2015,328,Munich,905,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/905,/api/v1/events/905/registrations,,,2015-08-14 00:00:00 UTC,2015-08-15 00:00:00 UTC,2015-08-14,2015-08-15,,"[{'id': 1027, 'kind': 'boulder', 'event_id': 905, 'created_at': '2020-01-31T10:20:29.000Z', 'updated_at': '2020-02-14T16:09:32.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,328,Stavanger,906,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/906,/api/v1/events/906/registrations,,,2015-08-21 00:00:00 UTC,2015-08-22 00:00:00 UTC,2015-08-21,2015-08-22,,"[{'id': 1028, 'kind': 'lead', 'event_id': 906, 'created_at': '2020-01-31T10:20:44.000Z', 'updated_at': '2020-02-14T16:01:59.000Z', 'settings': None}]"
European Youth Cup (S) - Imst (AUT) 2015 ,334,ImstEYC,925,European Youth Cup 2015,56.0,[],/api/v1/events/925,/api/v1/events/925/registrations,,,2015-08-22 00:00:00 UTC,2015-08-22 00:00:00 UTC,2015-08-22,2015-08-22,,"[{'id': 1056, 'kind': 'speed', 'event_id': 925, 'created_at': '2020-01-31T10:26:52.000Z', 'updated_at': '2020-01-31T10:26:52.000Z', 'settings': None}]"
IFSC World Youth Championships - Arco (ITA) - 2015,329,WYCH Arco,910,,,[],/api/v1/events/910,/api/v1/events/910/registrations,,,2015-08-28 00:00:00 UTC,2015-09-06 00:00:00 UTC,2015-08-28,2015-09-06,,"[{'id': 1033, 'kind': 'boulder', 'event_id': 910, 'created_at': '2020-01-31T10:21:21.000Z', 'updated_at': '2020-01-31T10:21:21.000Z', 'settings': None}, {'id': 1034, 'kind': 'speed', 'event_id': 910, 'created_at': '2020-01-31T10:21:33.000Z', 'updated_at': '2020-01-31T10:21:33.000Z', 'settings': None}, {'id': 1035, 'kind': 'lead', 'event_id': 910, 'created_at': '2020-01-31T10:21:41.000Z', 'updated_at': '2020-01-31T10:21:41.000Z', 'settings': None}]"
Torino European Climbing Challenge (L) - Torino (ITA) 2015,339,Torino 2015,934,,,[],/api/v1/events/934,/api/v1/events/934/registrations,,,2015-09-19 00:00:00 UTC,2015-09-20 00:00:00 UTC,2015-09-19,2015-09-20,,[]
Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2015,339,Adidas Rockstars 15,935,,,[],/api/v1/events/935,/api/v1/events/935/registrations,,,2015-09-25 00:00:00 UTC,2015-09-26 00:00:00 UTC,2015-09-25,2015-09-26,,[]
IFSC Climbing Worldcup (L) - Puurs (BEL) 2015 ,328,Puurs,907,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/907,/api/v1/events/907/registrations,,,2015-09-26 00:00:00 UTC,2015-09-27 00:00:00 UTC,2015-09-26,2015-09-27,,"[{'id': 1029, 'kind': 'lead', 'event_id': 907, 'created_at': '2020-01-31T10:20:53.000Z', 'updated_at': '2020-02-14T16:02:00.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Sheffield (GBR) 2015,330,She_Paraclimbing_15,913,,,[],/api/v1/events/913,/api/v1/events/913/registrations,,,2015-10-03 00:00:00 UTC,2015-10-04 00:00:00 UTC,2015-10-03,2015-10-04,,"[{'id': 1038, 'kind': 'lead', 'event_id': 913, 'created_at': '2020-01-31T10:23:21.000Z', 'updated_at': '2020-01-31T10:23:21.000Z', 'settings': None}]"
Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2015,339,Oloron 2015,936,,,[],/api/v1/events/936,/api/v1/events/936/registrations,,,2015-10-03 00:00:00 UTC,2015-10-04 00:00:00 UTC,2015-10-03,2015-10-04,,[]
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",328,Wujiang,908,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/908,/api/v1/events/908/registrations,,,2015-10-17 00:00:00 UTC,2015-10-18 00:00:00 UTC,2015-10-17,2015-10-18,,"[{'id': 1030, 'kind': 'lead', 'event_id': 908, 'created_at': '2020-01-31T10:21:02.000Z', 'updated_at': '2020-02-14T16:02:01.000Z', 'settings': None}, {'id': 1031, 'kind': 'speed', 'event_id': 908, 'created_at': '2020-01-31T10:21:04.000Z', 'updated_at': '2020-02-14T16:05:31.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,328,Kranj,909,IFSC Climbing Worldcup 2015,55.0,[],/api/v1/events/909,/api/v1/events/909/registrations,,,2015-11-14 00:00:00 UTC,2015-11-15 00:00:00 UTC,2015-11-14,2015-11-15,,"[{'id': 1032, 'kind': 'lead', 'event_id': 909, 'created_at': '2020-01-31T10:21:11.000Z', 'updated_at': '2020-02-14T16:02:02.000Z', 'settings': None}]"
